Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000110786,PTPN5,4,-3.8906,24,-1.3512,73,0.48655,93,1.28784,68,0.40065
ENSG00000166833,NAV2,22,0.13440,35,1.00638,25,0.31264,11,-1.2072,18,-0.2617
ENSG00000109854,HTATIP2,34,0.98972,21,-0.0058,5,-2.1633,23,0.23801,11,-1.0317
ENSG00000165973,NELL1,3,-3.3967,10,-1.9080,32,-0.0684,84,2.69827,14,-1.4658
ENSG00000171714,ANO5,9,-1.5426,11,-1.3244,37,0.66994,33,0.68007,34,0.58597
ENSG00000198168,SVIP,320,1.45799,104,-0.7047,156,-0.0130,109,-0.6927,118,-0.4903
ENSG00000187398,LUZP2,20,-0.7368,25,-0.3793,52,0.86449,32,0.09983,34,0.21866
ENSG00000134343,ANO3,5,-2.9927,11,-1.9192,66,1.04698,57,1.13853,42,0.30013
ENSG00000109881,CCDC34,30,-1.2013,39,-0.8059,110,0.94960,56,-0.1969,102,0.96539
ENSG00000148943,LIN7C,24,-0.8489,46,0.27150,56,0.57078,46,0.30695,31,-0.4121
ENSG00000176697,BDNF,2,-3.3265,8,-1.1408,27,0.86441,30,1.54532,12,-0.5039
ENSG00000169519,METTL15,16,-0.0973,7,-1.3705,21,0.37569,22,0.58657,17,0.04333
ENSG00000152219,ARL14EP,21,-0.4764,13,-1.2740,57,1.20735,29,0.06983,33,0.33343
ENSG00000066382,MPPED2,5,-2.4664,14,-0.7629,42,1.00046,21,-0.1668,42,1.23317
ENSG00000170946,DNAJC24,26,0.14130,26,0.15425,31,0.44521,19,-0.4279,23,-0.0620
ENSG00000148950,IMMP1L,14,-1.4847,37,0.06225,12,-1.6137,42,0.37109,57,0.90823
ENSG00000007372,PAX6,16,-0.8456,47,1.19062,20,-0.3761,9,-1.7868,42,0.94701
ENSG00000049449,RCN1,11,-1.7079,36,0.20471,35,0.15205,16,-1.2219,71,1.65289
ENSG00000149100,EIF3M,54,-0.8902,87,-0.0900,80,-0.2061,109,0.38714,111,0.36783
ENSG00000060749,QSER1,48,1.34376,17,-0.6064,28,0.20471,10,-1.5117,28,0.22880
ENSG00000280798,LINC00294,28,-0.7553,52,0.32459,44,-0.0021,49,0.24698,43,-0.0402
ENSG00000176102,CSTF3,26,-0.6871,32,-0.3593,38,-0.0324,46,0.34695,50,0.42822
ENSG00000110422,HIPK3,20,-0.8460,40,0.35955,39,0.23847,40,0.38834,26,-0.3945
ENSG00000110427,KIAA1549L,13,-3.5860,70,-1.0438,251,1.09955,200,0.98775,143,0.17166
ENSG00000085063,CD59,62,-1.8656,249,0.47025,199,0.04316,229,0.35432,215,0.18978
ENSG00000110429,FBXO3,17,-2.0115,53,-0.2380,93,0.69015,92,0.93871,50,-0.3529
ENSG00000135387,CAPRIN1,61,-1.0757,130,0.22086,121,0.07776,137,0.36889,119,0.06341
ENSG00000135372,NAT10,46,0.86791,21,-0.5704,40,0.50602,23,-0.4329,24,-0.3356
ENSG00000121691,CAT,31,1.08081,24,0.55456,7,-1.3417,3,-2.7932,25,0.67523
ENSG00000149089,APIP,41,1.17712,18,-0.4129,11,-1.1417,19,-0.3430,20,-0.1849
ENSG00000110435,PDHX,23,-1.0931,39,-0.2484,51,0.20584,59,0.59368,48,0.13082
ENSG00000110436,SLC1A2,50,-4.1876,661,-0.2261,874,0.24493,327,-1.5103,2115,2.36698
ENSG00000179431,FJX1,4,-2.2188,6,-1.9264,29,0.65524,34,1.35511,21,0.13516
ENSG00000166326,TRIM44,412,0.71124,214,-0.4920,431,0.68744,220,-0.4989,247,-0.2453
ENSG00000110442,COMMD9,21,-1.3138,41,-0.2273,34,-0.5083,63,0.63684,61,0.49327
ENSG00000166352,C11orf74,15,-1.1069,34,0.24225,17,-0.8543,42,0.73671,29,-0.0615
ENSG00000148948,LRRC4C,53,0.03512,19,-1.6114,112,1.31302,44,-0.2985,64,0.38172
ENSG00000166181,API5,46,-0.7353,107,0.80692,94,0.47104,69,-0.0332,48,-0.6611
ENSG00000052841,TTC17,45,0.93802,30,0.13508,37,0.47323,16,-1.0044,21,-0.4903
ENSG00000149084,HSD17B12,107,0.32079,90,-0.0058,88,-0.0327,84,-0.1520,84,-0.1260
ENSG00000166199,ALKBH3,11,-0.8355,17,-0.1015,10,-0.8941,28,1.07347,14,-0.4191
ENSG00000187479,C11orf96,11,-0.6594,17,0.06272,6,-1.5023,20,0.39636,21,0.47529
ENSG00000151348,EXT2,11,-1.2799,26,0.04447,31,0.36531,30,0.42971,26,0.09268
ENSG00000085117,CD82,104,2.12281,53,0.52740,26,-0.6561,7,-2.9354,19,-1.2530
ENSG00000175274,TP53I11,3,-2.6926,16,-0.2307,27,0.62164,17,-0.1657,34,1.19926
ENSG00000019505,SYT13,7,-4.5538,134,-0.2045,233,0.72190,229,0.97743,149,-0.0121
ENSG00000175264,CHST1,21,-2.7760,149,0.41374,205,0.89772,116,-0.0675,151,0.43942
ENSG00000121671,CRY2,8,-3.0589,68,0.20007,93,0.69155,71,0.29989,77,0.41687
ENSG00000121653,MAPK8IP1,154,-0.5995,217,-0.0066,305,0.54986,198,-0.1874,268,0.38227
ENSG00000121680,PEX16,29,-0.7436,59,0.53606,50,0.21251,43,-0.0550,44,-0.0187
ENSG00000135365,PHF21A,49,1.57059,14,-0.8349,27,0.23110,18,-0.4305,11,-1.2636
ENSG00000149091,DGKZ,38,-3.1479,206,-0.5516,514,0.99888,338,0.38662,404,0.68058
ENSG00000110497,AMBRA1,10,-0.5795,0,-5.6818,18,0.37761,22,1.00899,18,0.51047
ENSG00000175224,ATG13,61,-0.2217,80,0.27061,95,0.52793,64,-0.1385,60,-0.2526
ENSG00000175220,ARHGAP1,52,0.50831,53,0.56488,37,-0.0842,31,-0.4788,27,-0.6473
ENSG00000175216,CKAP5,99,0.26030,71,-0.3354,95,0.16672,92,0.15299,73,-0.2817
ENSG00000134569,LRP4,17,-0.7355,42,0.94812,15,-0.8557,16,-0.9217,39,0.78941
ENSG00000149179,C11orf49,17,-2.2593,76,0.13305,70,-0.0163,91,0.57601,87,0.38717
ENSG00000149182,ARFGAP2,58,-0.8791,115,0.30440,127,0.43630,107,0.20397,89,-0.1561
ENSG00000134575,ACP2,4,-3.2480,49,0.53459,33,-0.1721,52,0.75986,37,-0.0161
ENSG00000110514,MADD,29,-1.9395,84,-0.2209,126,0.46252,137,0.83711,93,-0.0382
ENSG00000165915,SLC39A13,15,-0.3411,26,0.66422,11,-0.7161,18,0.01401,17,-0.1295
ENSG00000165916,PSMC3,145,-0.6952,224,0.05686,222,0.03832,252,0.31608,228,0.08451
ENSG00000149187,CELF1,71,-0.6125,63,-0.7978,271,1.71589,88,-0.2747,103,0.04261
ENSG00000213619,NDUFS3,33,-2.2758,158,0.27846,99,-0.4986,177,0.59214,171,0.43679
ENSG00000110536,PTPMT1,26,-0.7501,59,0.67199,12,-1.8914,34,-0.3778,64,0.83655
ENSG00000123444,KBTBD4,5,-1.7558,10,-0.5261,13,-0.1517,24,1.28528,13,-0.1746
ENSG00000172247,C1QTNF4,32,-2.9198,191,-0.1062,225,0.17140,283,0.75153,253,0.40898
ENSG00000109919,MTCH2,37,-0.7585,43,-0.5007,70,0.31026,71,0.46956,65,0.23706
ENSG00000109920,FNBP4,170,2.14106,40,-0.8159,62,-0.0724,29,-1.4502,39,-0.8734
ENSG00000149177,PTPRJ,9,-1.0202,19,0.08613,15,-0.2093,25,0.74244,15,-0.2342
ENSG00000086205,FOLH1,112,2.82320,56,0.91886,2,-3.8906,3,-3.8797,0,-5.8161
ENSG00000134817,APLNR,57,0.53273,142,2.96468,6,-2.7907,1,-5.6813,10,-2.2753
ENSG00000149136,SSRP1,95,0.60874,58,-0.3068,66,-0.0578,63,-0.1640,63,-0.1609
ENSG00000186907,RTN4RL2,9,-2.7471,24,-1.3066,45,-0.2409,103,1.75892,50,-0.0505
ENSG00000134809,TIMM10,34,-1.6879,69,-0.5377,31,-1.7155,135,0.80337,152,0.91561
ENSG00000156587,UBE2L6,23,-0.9252,58,0.67929,22,-0.9579,45,0.21358,43,0.10327
ENSG00000149131,SERPING1,8,-1.6273,43,1.41416,10,-1.1703,16,-0.5079,26,0.38914
ENSG00000166793,YPEL4,9,-2.4252,44,0.11316,47,0.20611,61,0.89330,38,-0.1311
ENSG00000156599,ZDHHC5,4,-2.1882,22,0.48735,10,-0.8195,27,1.05336,13,-0.4083
ENSG00000156603,MED19,41,-0.2985,35,-0.5520,35,-0.5153,58,0.40728,60,0.42173
ENSG00000213593,TMX2,71,-0.3783,101,0.25844,102,0.23264,92,0.09861,78,-0.2026
ENSG00000211450,SELENOH,63,-2.0313,143,-0.7479,136,-0.7581,342,1.01655,317,0.68546
ENSG00000198561,CTNND1,39,0.46296,37,0.37805,28,-0.1121,23,-0.5318,27,-0.2208
ENSG00000186660,ZFP91,329,1.84049,79,-0.9670,164,0.26166,71,-1.2412,99,-0.5808
ENSG00000110042,DTX4,52,1.10861,38,0.49792,37,0.35573,17,-0.9900,12,-1.3942
ENSG00000110048,OSBP,25,-0.7169,44,0.26836,42,0.14296,50,0.60291,25,-0.7045
ENSG00000166900,STX3,12,-0.8804,19,-0.1418,36,0.94791,27,0.58084,13,-0.7608
ENSG00000166902,MRPL16,11,-1.8766,30,-0.3034,20,-0.8380,45,0.51554,58,0.97427
ENSG00000110107,PRPF19,46,-1.5794,136,0.22607,205,0.89356,145,0.40990,97,-0.3641
ENSG00000110108,TMEM109,11,-1.1422,33,0.77785,11,-1.0378,27,0.47904,19,-0.2578
ENSG00000006118,TMEM132A,18,-2.7884,122,0.26527,99,-0.1012,133,0.50342,138,0.50776
ENSG00000167986,DDB1,63,-1.2983,150,0.16028,128,-0.1153,189,0.70625,127,-0.1408
ENSG00000149476,TKFC,11,-1.9653,45,0.25616,36,-0.1321,61,0.99630,31,-0.4252
ENSG00000149532,CPSF7,48,0.05265,47,0.01946,56,0.31383,49,0.10044,36,-0.4383
ENSG00000167985,SDHAF2,18,-1.2117,32,-0.2519,45,0.29785,46,0.48178,43,0.29305
ENSG00000011347,SYT7,22,-2.8411,87,-0.7065,282,1.29525,196,0.90958,114,-0.2553
ENSG00000134780,DAGLA,4,-2.1695,11,-0.7290,17,-0.0359,35,1.69213,12,-0.6450
ENSG00000124920,MYRF,361,2.97279,156,0.68568,19,-2.6246,7,-4.3425,6,-4.3202
ENSG00000134825,TMEM258,163,0.21213,157,0.15007,35,-2.1444,140,-0.0635,176,0.36010
ENSG00000168496,FEN1,8,-1.1009,11,-0.6680,17,0.15337,25,1.11341,13,-0.3023
ENSG00000134824,FADS2,84,-0.2324,196,1.45772,63,-0.6706,63,-0.8045,74,-0.4451
ENSG00000149485,FADS1,201,1.14025,133,0.29832,113,-0.0026,51,-1.4319,97,-0.2603
ENSG00000221968,FADS3,20,-1.5841,80,0.78585,47,-0.1748,71,0.64350,34,-0.7269
ENSG00000167995,BEST1,62,2.64574,12,-0.8575,9,-1.2671,11,-1.1658,6,-1.8658
ENSG00000167996,FTH1,6801,0.71997,6177,0.52751,1117,-2.1782,3677,-0.4679,4264,-0.1594
ENSG00000162174,ASRGL1,91,-0.3039,115,0.12085,94,-0.2217,68,-0.8689,184,1.04820
ENSG00000124942,AHNAK,77,-0.1635,194,1.76695,48,-0.8628,21,-2.3754,94,0.20705
ENSG00000254772,EEF1G,442,-0.1676,739,0.80824,309,-0.7093,362,-0.5735,549,0.22599
ENSG00000149489,ROM1,26,-0.0592,65,1.88859,13,-1.0376,9,-1.8483,22,-0.3072
ENSG00000149541,B3GAT3,41,-0.8163,83,0.43230,76,0.24527,74,0.25199,55,-0.2963
ENSG00000089597,GANAB,32,-0.7720,70,0.61996,58,0.23404,51,0.03184,44,-0.2420
ENSG00000204922,UQCC3,18,-1.5938,67,0.62506,28,-0.8241,62,0.54605,49,0.01157
ENSG00000162191,UBXN1,86,-0.2257,124,0.43401,56,-0.8715,83,-0.3169,126,0.47726
ENSG00000168000,BSCL2,79,-2.6828,476,0.21753,362,-0.2457,643,0.97173,412,-0.0459
ENSG00000162188,GNG3,75,-2.8061,384,-0.2397,315,-0.5257,636,0.83840,627,0.67489
ENSG00000214753,HNRNPUL2,111,-0.4775,129,-0.2325,248,0.87184,143,-0.0545,155,0.09922
ENSG00000162222,TTC9C,11,-1.1568,21,-0.0832,25,0.18280,31,0.75073,19,-0.2144
ENSG00000168002,POLR2G,65,-0.1260,100,0.66238,43,-0.7532,60,-0.3018,74,0.09104
ENSG00000168569,TMEM223,12,-0.8159,18,-0.1287,21,0.13283,20,0.09736,26,0.54000
ENSG00000185475,TMEM179B,17,0.13548,22,0.60171,5,-1.5777,11,-0.6446,21,0.47948
ENSG00000162231,NXF1,18,-0.3085,28,0.54544,23,0.16378,19,-0.2510,20,-0.0989
ENSG00000162236,STX5,21,-0.5376,26,-0.1568,26,-0.1431,36,0.51376,28,-0.0101
ENSG00000133316,WDR74,11,-1.2732,28,0.24399,21,-0.2323,31,0.51629,26,0.10059
ENSG00000168003,SLC3A2,13,-2.6370,104,0.71627,36,-1.0614,71,-0.0235,116,0.93289
ENSG00000168539,CHRM1,5,-3.4490,47,-0.1747,93,0.96923,73,0.77278,50,-0.0462
ENSG00000176485,PLAAT3,605,2.62723,234,0.30121,44,-2.2996,41,-2.6688,72,-1.6820
ENSG00000184743,ATL3,32,0.71121,37,1.06074,12,-0.8839,15,-0.6628,10,-1.2187
ENSG00000133318,RTN3,517,-1.1641,707,-0.6516,1412,0.51521,1684,1.16502,697,-0.6766
ENSG00000188070,C11orf95,3,-3.1229,10,-1.2679,28,0.36566,33,0.86556,36,0.87481
ENSG00000072518,MARK2,32,-0.3088,34,-0.2383,64,0.83737,31,-0.4297,48,0.41651
ENSG00000176340,COX8A,146,-1.8507,421,-0.1288,183,-1.3972,626,0.72941,663,0.73073
ENSG00000167770,OTUB1,50,-1.7312,140,-0.0585,166,0.22078,213,0.89096,129,-0.1981
ENSG00000133315,MACROD1,8,-0.9943,12,-0.3400,14,-0.0823,15,0.05531,24,0.91571
ENSG00000168439,STIP1,33,-1.1064,63,-0.0084,75,0.28287,80,0.51595,62,-0.0194
ENSG00000149743,TRPT1,16,-0.5875,32,0.66123,6,-1.9578,22,-0.0002,28,0.38609
ENSG00000149761,NUDT22,15,-0.9674,24,-0.2132,20,-0.4861,38,0.74702,29,0.15198
ENSG00000110011,DNAJC4,28,-0.5966,50,0.41717,31,-0.3941,40,-0.0014,46,0.25763
ENSG00000173511,VEGFB,81,-0.3131,132,0.58617,46,-1.1373,77,-0.4515,132,0.58617
ENSG00000173486,FKBP2,52,-0.4744,69,0.01306,37,-0.9450,85,0.46026,76,0.17879
ENSG00000173457,PPP1R14B,24,-1.0216,65,0.71328,24,-0.9746,44,-0.0408,56,0.43066
ENSG00000002330,BAD,64,-1.1758,129,0.00928,97,-0.4441,151,0.33960,175,0.58121
ENSG00000173264,GPR137,19,-1.0573,43,0.34340,46,0.39362,38,0.09910,38,0.08810
ENSG00000182450,KCNK4,2,-2.9279,13,-0.5055,23,0.38350,23,0.55665,27,0.81335
ENSG00000173153,ESRRA,16,-0.5972,9,-1.5553,22,-0.0579,30,0.59119,33,0.71534
ENSG00000173113,TRMT112,69,-1.1159,148,0.18850,50,-1.4871,192,0.83453,135,0.03168
ENSG00000126432,PRDX5,189,-1.5177,457,-0.0568,287,-0.7769,687,0.85373,539,0.24519
ENSG00000162302,RPS6KA4,18,-1.2647,29,-0.5126,50,0.41457,53,0.70417,42,0.14450
ENSG00000110076,NRXN2,67,-1.1712,138,0.04832,274,1.19861,128,-0.1054,139,0.05871
ENSG00000168066,SF1,81,-0.5643,140,0.39792,131,0.24576,111,-0.0215,109,-0.0518
ENSG00000168067,MAP4K2,20,-0.8238,33,-0.0224,68,1.18802,35,0.09917,27,-0.3701
ENSG00000133895,MEN1,7,-1.5840,31,0.81389,27,0.47940,26,0.52873,10,-1.1455
ENSG00000110047,EHD1,37,0.72450,33,0.52347,21,-0.2887,14,-1.0787,24,-0.0800
ENSG00000110046,ATG2A,13,-0.6689,30,0.90471,27,0.57042,23,0.41815,3,-2.6025
ENSG00000068971,PPP2R5B,18,-1.8523,67,0.30205,57,0.01586,79,0.74006,51,-0.1734
ENSG00000213465,ARL2,137,-0.5323,235,0.43095,139,-0.4588,204,0.18603,185,-0.0181
ENSG00000110025,SNX15,14,-1.1007,40,0.78583,19,-0.4966,30,0.27351,24,-0.1861
ENSG00000168061,SAC3D1,8,-1.4370,31,0.77403,31,0.65816,20,-0.0735,18,-0.2131
ENSG00000162300,ZFPL1,25,-0.4771,55,0.94113,18,-0.9151,30,-0.2194,33,-0.0115
ENSG00000149823,VPS51,48,-1.4682,137,0.30066,116,-0.0116,122,0.09738,156,0.55084
ENSG00000149809,TM7SF2,75,-0.0912,92,0.28212,78,-0.0149,84,0.14214,61,-0.4287
ENSG00000149806,FAU,927,0.03756,1225,0.56329,208,-2.2412,807,-0.2372,1074,0.30874
ENSG00000162298,SYVN1,24,-0.0821,37,0.69251,24,-0.0730,27,0.10596,14,-1.0160
ENSG00000149792,MRPL49,7,-1.7836,15,-0.5913,23,0.17664,29,0.73302,27,0.50898
ENSG00000014216,CAPN1,3,-3.8824,60,0.91203,30,-0.3683,56,0.91628,25,-0.6551
ENSG00000149798,CDC42EP2,38,1.47087,36,1.36635,6,-1.5285,8,-1.3991,2,-3.4823
ENSG00000133884,DPF2,33,0.54468,26,0.05462,27,0.15276,20,-0.4568,22,-0.1997
ENSG00000245532,NEAT1,579,2.70926,169,-0.1732,147,-0.3713,22,-3.5441,77,-1.4561
ENSG00000251562,MALAT1,33848,2.96802,5116,-1.1696,13381,0.43763,1230,-3.5177,3651,-1.7012
ENSG00000142186,SCYL1,23,-1.7572,75,0.22773,45,-0.5982,89,0.64784,78,0.29377
ENSG00000168056,LTBP3,76,-0.1440,148,1.15121,64,-0.4000,60,-0.6099,67,-0.3754
ENSG00000173465,ZNRD2,6,-2.3609,36,0.58109,17,-0.7059,33,0.46482,33,0.38383
ENSG00000176973,FAM89B,17,-1.5839,40,-0.2154,38,-0.2790,57,0.46748,66,0.70738
ENSG00000173442,EHBP1L1,13,-1.6442,33,-0.1079,33,-0.1204,40,0.27368,54,0.80254
ENSG00000173327,MAP3K11,47,0.82318,55,1.13885,26,-0.2451,15,-1.2719,15,-1.1407
ENSG00000197136,PCNX3,11,-0.5251,20,0.52427,26,0.93554,14,-0.1128,9,-0.7626
ENSG00000173039,RELA,11,-1.0535,46,1.63754,11,-0.9061,15,-0.5580,18,-0.2515
ENSG00000172977,KAT5,15,-1.2951,41,0.37233,37,0.19027,37,0.21216,36,0.16377
ENSG00000172922,RNASEH2C,30,-0.5296,38,-0.1664,24,-0.8094,41,-0.0344,66,0.88313
ENSG00000172757,CFL1,464,-1.1007,893,0.00840,675,-0.4360,1229,0.72499,907,0.03687
ENSG00000172803,SNX32,2,-2.9565,36,1.43853,14,-0.3007,21,0.35990,11,-0.7771
ENSG00000172732,MUS81,21,0.08495,23,0.22482,11,-0.8967,21,0.10194,19,-0.0644
ENSG00000172638,EFEMP2,10,-1.1619,39,1.31116,12,-0.8197,9,-1.5060,33,0.95425
ENSG00000172500,FIBP,31,-1.8626,114,0.29411,80,-0.3182,137,0.76440,96,-0.0186
ENSG00000175602,CCDC85B,252,-1.2405,533,0.01742,519,-0.0277,620,0.34297,665,0.42996
ENSG00000175573,C11orf68,25,-1.3622,75,0.46933,71,0.33716,65,0.24350,56,-0.0494
ENSG00000175550,DRAP1,138,-0.4351,188,0.10808,84,-1.1622,195,0.19807,226,0.45170
ENSG00000175467,SART1,43,0.31503,40,0.21257,27,-0.4178,29,-0.4005,39,0.14245
ENSG00000175334,BANF1,69,-0.2987,89,0.16984,36,-1.2491,81,-0.0042,109,0.54714
ENSG00000087365,SF3B2,210,0.56182,126,-0.3729,158,0.01755,133,-0.3122,165,0.09663
ENSG00000175115,PACS1,19,-1.0346,49,0.57140,56,0.71314,32,-0.2606,37,0.02520
ENSG00000174996,KLC2,19,-2.2815,78,-0.0658,134,0.84403,113,0.75122,70,-0.2577
ENSG00000174903,RAB1B,71,-0.4025,111,0.39433,112,0.36467,86,-0.0763,80,-0.1927
ENSG00000174871,CNIH2,17,-3.4542,126,-0.4155,118,-0.4748,192,0.39636,307,1.32532
ENSG00000174851,YIF1A,33,-0.1709,63,1.06021,20,-0.9234,23,-0.8470,41,0.23931
ENSG00000179292,TMEM151A,134,0.63648,83,-0.2535,98,0.04277,108,0.24995,51,-1.0688
ENSG00000174744,BRMS1,20,0.23593,27,0.83494,18,0.09532,13,-0.4941,11,-0.8108
ENSG00000174684,B4GAT1,54,-2.8600,349,0.10730,431,0.43709,480,0.85642,308,-0.1214
ENSG00000174547,MRPL11,14,-0.8152,17,-0.4925,14,-0.7301,27,0.35206,35,0.83445
ENSG00000174516,PELI3,6,-2.6781,40,0.21187,39,0.14027,54,0.95849,31,-0.2432
ENSG00000174483,BBS1,5,-2.2191,22,0.13421,14,-0.5900,28,0.64907,27,0.51388
ENSG00000174165,ZDHHC24,11,-1.1344,26,0.28536,33,0.66900,26,0.38278,17,-0.4398
ENSG00000174080,CTSF,74,-1.1106,191,0.53752,149,0.05997,169,0.34676,125,-0.2528
ENSG00000173992,CCS,22,-1.0288,71,1.06110,38,-0.1036,40,-0.0317,32,-0.4038
ENSG00000239306,RBM14,19,-0.4751,28,0.16260,32,0.36361,25,-0.0460,27,0.09292
ENSG00000173933,RBM4,35,-0.9002,69,0.28439,53,-0.1632,63,0.13053,71,0.32800
ENSG00000173898,SPTBN2,14,-3.3892,88,-0.6190,194,0.72028,156,0.47014,194,0.84199
ENSG00000173599,PC,28,-0.8173,66,0.74531,38,-0.2681,50,0.23828,36,-0.3903
ENSG00000173621,LRFN4,11,-1.3533,27,0.11842,36,0.61551,31,0.46704,22,-0.1883
ENSG00000173227,SYT12,7,-2.1189,20,-0.4422,62,1.52330,35,0.69666,17,-0.6404
ENSG00000173120,KDM2A,47,0.68336,21,-0.7363,50,0.68708,32,-0.0498,23,-0.6368
ENSG00000173020,GRK2,22,-2.2462,81,-0.2079,154,0.87864,107,0.34829,113,0.41023
ENSG00000172932,ANKRD13D,20,-1.1364,30,-0.4886,53,0.47920,51,0.56904,44,0.20635
ENSG00000175482,POLD4,20,-0.7073,37,0.30299,31,0.01812,32,0.06477,34,0.18117
ENSG00000172531,PPP1CA,33,-1.1711,84,0.40163,78,0.23014,82,0.42617,58,-0.2765
ENSG00000172508,CARNS1,443,2.63044,244,1.00938,19,-3.0302,14,-3.8015,10,-4.0926
ENSG00000175634,RPS6KB2,21,0.30001,26,0.66514,23,0.41229,13,-0.6480,12,-0.6529
ENSG00000172725,CORO1B,13,-0.2550,25,0.93866,2,-2.7603,22,0.74951,5,-1.7783
ENSG00000172663,TMEM134,28,-0.0968,51,1.01876,19,-0.6907,21,-0.6570,29,-0.0346
ENSG00000110711,AIP,36,-0.8486,79,0.51697,33,-0.9105,63,0.09802,73,0.37120
ENSG00000110697,PITPNM1,1,-4.6113,43,0.31648,33,-0.1544,51,0.77203,43,0.32995
ENSG00000167797,CDK2AP2,27,-0.2389,56,1.14451,14,-1.2108,20,-0.8140,36,0.23589
ENSG00000084207,GSTP1,221,0.05285,321,0.76477,89,-1.3516,157,-0.6049,252,0.29218
ENSG00000167792,NDUFV1,118,-1.1105,238,0.08269,227,-0.0021,304,0.64083,212,-0.1252
ENSG00000110717,NDUFS8,93,-1.1084,169,-0.1079,110,-0.7645,209,0.33229,265,0.74963
ENSG00000110721,CHKA,33,-0.1469,52,0.72733,43,0.28549,31,-0.2443,24,-0.6415
ENSG00000110066,KMT5B,70,1.05167,34,-0.3122,77,1.06392,21,-1.1775,29,-0.5801
ENSG00000171067,C11orf24,23,0.53263,26,0.78630,15,-0.2535,13,-0.5112,10,-0.9200
ENSG00000110075,PPP6R3,26,-0.1023,32,0.28914,35,0.38867,26,-0.0716,22,-0.3875
ENSG00000110090,CPT1A,10,-0.9250,30,1.03493,20,0.22401,8,-1.4107,25,0.71685
ENSG00000197345,MRPL21,38,-1.5754,66,-0.7140,75,-0.4519,150,0.92971,133,0.53401
ENSG00000110092,CCND1,68,1.38963,59,1.06407,22,-0.6949,8,-2.4546,21,-0.8178
ENSG00000131626,PPFIA1,164,1.90544,65,-0.0580,75,0.16489,15,-2.5442,48,-0.5770
ENSG00000085733,CTTN,92,0.11182,127,0.73766,69,-0.3454,78,-0.1988,61,-0.6094
ENSG00000162105,SHANK2,3,-4.3264,32,-0.7076,103,1.26346,63,0.57118,62,0.45575
ENSG00000172893,DHCR7,22,-0.6585,36,0.15782,30,-0.1115,44,0.67052,24,-0.5433
ENSG00000137522,RNF121,12,-0.8910,23,0.24637,18,-0.2247,25,0.42025,21,0.01061
ENSG00000137497,NUMA1,126,1.05713,90,0.37110,104,0.56369,36,-1.3119,46,-0.8046
ENSG00000149357,LAMTOR1,94,-0.5743,151,0.26250,87,-0.6469,148,0.25544,145,0.18100
ENSG00000110200,ANAPC15,46,-0.6807,67,-0.0400,22,-1.7438,84,0.44290,93,0.55963
ENSG00000165458,INPPL1,19,-0.2895,39,1.03580,23,0.02745,13,-1.0532,25,0.16079
ENSG00000162129,CLPB,36,-0.1602,40,0.03842,56,0.56342,34,-0.2790,42,0.09586
ENSG00000186642,PDE2A,13,-3.4084,84,-0.5900,160,0.49407,176,0.91090,149,0.43823
ENSG00000186635,ARAP1,19,-0.3807,47,1.39662,36,0.72967,16,-0.6610,8,-1.6632
ENSG00000214530,STARD10,28,-0.8581,81,1.09407,51,0.15103,44,-0.1137,32,-0.6516
ENSG00000168010,ATG16L2,7,-1.2475,21,0.48515,9,-0.8056,18,0.19871,21,0.46122
ENSG00000137478,FCHSD2,40,0.67282,48,1.05712,24,-0.2267,16,-1.0012,15,-1.0196
ENSG00000110237,ARHGEF17,12,-1.9748,60,0.65295,53,0.33696,57,0.62248,29,-0.6498
ENSG00000054965,FAM168A,75,-0.7569,107,-0.1483,142,0.32254,127,0.18645,138,0.31529
ENSG00000021300,PLEKHB1,1188,1.62460,984,1.17346,119,-2.3112,142,-2.3372,283,-1.1062
ENSG00000175582,RAB6A,101,-1.2964,170,-0.4564,194,-0.1987,340,1.00853,223,0.02005
ENSG00000175581,MRPL48,40,0.16887,53,0.70113,10,-1.9213,35,-0.1101,33,-0.1983
ENSG00000181924,COA4,26,-0.0434,25,-0.0841,11,-1.3267,26,-0.0178,37,0.59499
ENSG00000175575,PAAF1,122,0.94408,115,0.81914,26,-1.5924,47,-0.8616,53,-0.5860
ENSG00000214517,PPME1,46,-1.1173,102,0.24488,123,0.52520,107,0.39307,76,-0.2860
ENSG00000165434,PGM2L1,55,-2.7809,165,-1.1019,801,1.60272,484,0.97652,239,-0.4938
ENSG00000166439,RNF169,37,1.23739,11,-1.0130,30,0.69235,10,-1.2614,21,0.13219
ENSG00000166435,XRRA1,47,1.53292,5,-2.2732,37,0.82607,12,-1.0987,22,-0.0021
ENSG00000118363,SPCS2,160,0.24711,150,0.12120,113,-0.3423,146,0.08583,115,-0.3478
ENSG00000137491,SLCO2B1,24,0.42754,42,1.65729,7,-1.4463,8,-1.3863,12,-0.7752
ENSG00000137486,ARRB1,12,-3.0952,133,0.77680,93,0.07533,104,0.35184,94,0.11737
ENSG00000149273,RPS3,737,0.75448,734,0.74596,185,-1.5228,310,-0.8955,456,-0.1539
ENSG00000171533,MAP6,32,-1.7679,96,0.00574,95,-0.0226,126,0.60202,114,0.32321
